"","month","origin_state","dest_state","N"
"6438",6,"tennessee","arizona",73
"6439",6,"idaho","colorado",211
"6440",6,"idaho","nevada",61
"6441",6,"idaho","california",214
"6442",6,"massachusetts","tennessee",74
"6443",6,"massachusetts","maryland",133
"6444",6,"massachusetts","colorado",70
"6445",6,"massachusetts","missouri",54
"6446",6,"maryland","new mexico",30
"6447",6,"maryland","new york",359
"6448",6,"maryland","connecticut",70
"6449",6,"maryland","tennessee",100
"6450",6,"maryland","massachusetts",139
"6451",6,"maryland","south carolina",81
"6452",6,"maryland","ohio",156
"6453",6,"maryland","kentucky",161
"6454",6,"maryland","colorado",118
"6455",6,"maryland","florida",971
"6456",6,"maryland","indiana",104
"6457",6,"maryland","nevada",91
"6458",6,"maryland","california",152
"6459",6,"maryland","missouri",121
"6460",6,"maryland","new hampshire",90
"6461",6,"maryland","wisconsin",60
"6462",6,"maryland","louisiana",78
"6463",6,"maryland","virginia",149
"6464",6,"maryland","arizona",68
"6465",6,"maryland","pennsylvania",55
"6466",6,"maryland","rhode island",86
"6467",6,"maryland","maine",83
"6468",6,"maryland","puerto rico",32
"6469",6,"maryland","utah",40
"6470",6,"south carolina","tennessee",56
"6471",6,"south carolina","maryland",81
"6472",6,"south carolina","texas",266
"6473",6,"south carolina","illinois",126
"6474",6,"ohio","tennessee",49
"6475",6,"ohio","maryland",159
"6476",6,"ohio","colorado",120
"6477",6,"ohio","nevada",76
"6478",6,"ohio","florida",595
"6479",6,"kentucky","maryland",154
"6480",6,"kentucky","illinois",402
"6481",6,"texas","alabama",427
"6482",6,"texas","south carolina",266
"6483",6,"texas","arkansas",388
"6484",6,"virginia","tennessee",177
"6485",6,"virginia","louisiana",87
"6486",6,"virginia","missouri",150
"6487",6,"colorado","new mexico",141
"6488",6,"colorado","new york",164
"6489",6,"colorado","connecticut",31
"6490",6,"colorado","tennessee",201
"6491",6,"colorado","idaho",211
"6492",6,"colorado","massachusetts",64
"6493",6,"colorado","maryland",118
"6494",6,"colorado","ohio",119
"6495",6,"colorado","indiana",146
"6496",6,"colorado","wisconsin",155
"6497",6,"colorado","louisiana",76
"6498",6,"colorado","oklahoma",126
"6499",6,"colorado","pennsylvania",165
"6500",6,"colorado","kentucky",69
"6501",6,"iowa","missouri",78
"6502",6,"florida","tennessee",842
"6503",6,"florida","maryland",952
"6504",6,"florida","louisiana",199
"6505",6,"florida","puerto rico",505
"6506",6,"hawaii","hawaii",2218
"6507",6,"texas","wisconsin",123
"6508",6,"kansas","missouri",78
"6509",6,"indiana","maryland",105
"6510",6,"indiana","colorado",140
"6511",6,"indiana","nevada",89
"6512",6,"indiana","florida",409
"6513",6,"nevada","new mexico",69
"6514",6,"nevada","alabama",33
"6515",6,"nevada","tennessee",98
"6516",6,"nevada","idaho",61
"6517",6,"nevada","maryland",90
"6518",6,"nevada","ohio",75
"6519",6,"nevada","indiana",82
"6520",6,"nevada","missouri",162
"6521",6,"nevada","wisconsin",64
"6522",6,"nevada","nebraska",76
"6523",6,"nevada","oregon",172
"6524",6,"nevada","arizona",357
"6525",6,"nevada","pennsylvania",49
"6526",6,"nevada","nevada",360
"6527",6,"california","tennessee",120
"6528",6,"california","maryland",166
"6529",6,"california","missouri",279
"6530",6,"arkansas","texas",388
"6531",6,"arkansas","missouri",51
"6532",6,"missouri","tennessee",90
"6533",6,"missouri","maryland",117
"6534",6,"missouri","nevada",160
"6535",6,"missouri","california",279
"6536",6,"missouri","florida",547
"6537",6,"missouri","illinois",544
"6538",6,"missouri","missouri",108
"6539",6,"florida","connecticut",245
"6540",6,"florida","alabama",85
"6541",6,"florida","ohio",607
"6542",6,"florida","indiana",410
"6543",6,"florida","new hampshire",101
"6544",6,"florida","wisconsin",173
"6545",6,"florida","rhode island",68
"6546",6,"florida","kentucky",440
"6547",6,"illinois","new mexico",52
"6548",6,"illinois","tennessee",436
"6549",6,"illinois","massachusetts",217
"6550",6,"illinois","south carolina",127
"6551",6,"illinois","kentucky",399
"6552",6,"illinois","missouri",541
"6553",6,"illinois","oklahoma",74
"6554",6,"illinois","nebraska",238
"6555",6,"illinois","oregon",84
"6556",6,"illinois","rhode island",82
"6557",6,"illinois","north carolina",400
"6558",6,"illinois","puerto rico",38
"6559",6,"new hampshire","maryland",90
"6560",6,"new hampshire","florida",101
"6561",6,"wisconsin","tennessee",42
"6562",6,"wisconsin","maryland",61
"6563",6,"wisconsin","virginia",30
"6564",6,"wisconsin","colorado",158
"6565",6,"wisconsin","texas",123
"6566",6,"wisconsin","nevada",65
"6567",6,"wisconsin","florida",167
"6568",6,"wisconsin","arizona",111
"6569",6,"wisconsin","missouri",30
"6570",6,"louisiana","tennessee",40
"6571",6,"louisiana","maryland",77
"6572",6,"louisiana","virginia",87
"6573",6,"louisiana","florida",198
"6574",6,"louisiana","california",33
"6575",6,"louisiana","arizona",30
"6576",6,"california","idaho",213
"6577",6,"california","louisiana",33
"6578",6,"oklahoma","tennessee",38
"6579",6,"oklahoma","colorado",127
"6580",6,"oklahoma","illinois",74
"6581",6,"oklahoma","arizona",60
"6582",6,"nebraska","nevada",71
"6583",6,"nebraska","illinois",244
"6584",6,"nebraska","arizona",89
"6585",6,"nebraska","missouri",33
"6586",6,"virginia","maryland",149
"6587",6,"oregon","nevada",175
"6588",6,"oregon","missouri",34
"6589",6,"pennsylvania","tennessee",183
"6590",6,"pennsylvania","colorado",149
"6591",6,"arizona","new mexico",155
"6592",6,"arizona","tennessee",79
"6593",6,"arizona","maryland",68
"6594",6,"arizona","indiana",75
"6595",6,"arizona","nevada",351
"6596",6,"arizona","missouri",239
"6597",6,"arizona","wisconsin",111
"6598",6,"arizona","louisiana",30
"6599",6,"arizona","oklahoma",60
"6600",6,"arizona","nebraska",89
"6601",6,"pennsylvania","maryland",54
"6602",6,"pennsylvania","texas",309
"6603",6,"pennsylvania","nevada",49
"6604",6,"rhode island","maryland",93
"6605",6,"rhode island","florida",67
"6606",6,"rhode island","illinois",76
"6607",6,"maine","maryland",84
"6608",6,"kentucky","colorado",69
"6609",6,"kentucky","florida",438
"6610",6,"puerto rico","maryland",32
"6611",6,"puerto rico","florida",503
"6612",6,"puerto rico","illinois",38
"6613",6,"utah","maryland",40
"6614",6,"missouri","massachusetts",54
"6615",6,"missouri","virginia",150
"6616",6,"missouri","iowa",78
"6617",6,"missouri","kansas",78
"6618",6,"missouri","arkansas",51
"6619",6,"missouri","wisconsin",30
"6620",6,"missouri","nebraska",33
"6621",6,"missouri","oregon",34
"6622",6,"missouri","oklahoma",71
"6623",6,"oklahoma","missouri",71
"6624",6,"california","florida",241
"6625",6,"washington","missouri",54
"6626",6,"connecticut","illinois",117
"6627",6,"tennessee","new york",85
"6628",6,"maryland","oklahoma",24
"6629",6,"ohio","virginia",175
"6630",6,"texas","nebraska",144
"6631",6,"virginia","ohio",177
"6632",6,"virginia","wisconsin",24
"6633",6,"virginia","oklahoma",24
"6634",6,"virginia","nebraska",24
"6635",6,"virginia","rhode island",73
"6636",6,"nevada","louisiana",33
"6637",6,"california","new mexico",85
"6638",6,"new york","tennessee",85
"6639",6,"new york","missouri",65
"6640",6,"new york","louisiana",33
"6641",6,"missouri","new york",72
"6642",6,"illinois","connecticut",118
"6643",6,"illinois","new hampshire",49
"6644",6,"new hampshire","illinois",49
"6645",6,"louisiana","colorado",69
"6646",6,"louisiana","nevada",33
"6647",6,"louisiana","new york",32
"6648",6,"oklahoma","maryland",24
"6649",6,"oklahoma","virginia",24
"6650",6,"nebraska","texas",144
"6651",6,"nebraska","virginia",24
"6652",6,"rhode island","virginia",74
"6653",6,"pennsylvania","missouri",83
"6654",6,"missouri","ohio",27
"6655",6,"missouri","pennsylvania",83
"6656",6,"missouri","washington",54
"6657",6,"new mexico","maryland",24
"6658",6,"new mexico","california",85
"6659",6,"ohio","missouri",27
"6660",6,"alaska","alaska",1292
"6661",6,"washington","washington",379
"6662",6,"massachusetts","washington",65
"6663",6,"washington","massachusetts",65
"6664",6,"washington","pennsylvania",60
"6665",6,"pennsylvania","south carolina",134
"6666",6,"pennsylvania","washington",60
"6667",6,"florida","washington",103
"6668",6,"indiana","missouri",14
"6669",6,"missouri","indiana",13
"6670",6,"louisiana","washington",30
"6671",6,"washington","florida",104
"6672",6,"washington","maryland",24
"6673",6,"new jersey","washington",29
"6674",6,"north carolina","washington",60
"6675",6,"south carolina","north carolina",521
"6676",6,"virginia","washington",60
"6677",6,"new mexico","washington",30
"6678",6,"washington","virginia",60
"6679",6,"washington","new mexico",29
"6680",6,"oregon","washington",343
"6681",6,"washington","oregon",344
"6682",6,"tennessee","washington",30
"6683",6,"washington","tennessee",30
"6684",6,"washington","louisiana",30
"6685",6,"washington","new jersey",29
"6686",6,"south carolina","pennsylvania",134
"6687",6,"maryland","washington",23
"6688",6,"california","alaska",11
"6689",6,"arizona","iowa",54
"6690",6,"texas","alaska",28
"6691",6,"alaska","texas",28
"6692",6,"north carolina","wisconsin",150
"6693",6,"north carolina","maine",91
"6694",6,"wisconsin","north carolina",150
"6695",6,"maine","north carolina",90
"6696",6,"arizona","pennsylvania",87
"6697",6,"minnesota","north carolina",90
"6698",6,"louisiana","north carolina",187
"6699",6,"north carolina","utah",29
"6700",6,"california","pennsylvania",60
"6701",6,"indiana","texas",250
"6702",6,"texas","wyoming",46
"6703",6,"north carolina","arizona",90
"6704",6,"florida","massachusetts",487
"6705",6,"oregon","texas",116
"6706",6,"pennsylvania","massachusetts",146
"6707",6,"north carolina","oklahoma",90
"6708",6,"arizona","massachusetts",43
"6709",6,"montana","texas",139
"6710",6,"texas","montana",139
"6711",6,"north carolina","missouri",181
"6712",6,"oregon","arizona",150
"6713",6,"massachusetts","florida",488
"6714",6,"nevada","virginia",27
"6715",6,"florida","u.s. virgin islands",74
"6716",6,"u.s. virgin islands","florida",74
"6717",6,"north carolina","u.s. virgin islands",27
"6718",6,"u.s. virgin islands","north carolina",27
"6719",6,"arizona","virginia",33
"6720",6,"texas","connecticut",29
"6721",6,"oklahoma","north carolina",90
"6722",6,"arizona","oregon",150
"6723",6,"virginia","pennsylvania",130
"6724",6,"pennsylvania","virginia",132
"6725",6,"illinois","illinois",237
"6726",6,"south dakota","colorado",155
"6727",6,"south dakota","nebraska",30
"6728",6,"west virginia","illinois",60
"6729",6,"colorado","kansas",128
"6730",6,"nebraska","south dakota",30
"6731",6,"kansas","colorado",127
"6732",6,"kansas","kansas",60
"6733",6,"colorado","south dakota",155
"6734",6,"wisconsin","illinois",235
"6735",6,"indiana","illinois",223
"6736",6,"illinois","wisconsin",234
"6737",6,"colorado","wyoming",222
"6738",6,"wyoming","colorado",222
"6739",6,"wyoming","wyoming",84
"6740",6,"illinois","indiana",223
"6741",6,"colorado","north dakota",198
"6742",6,"north dakota","north dakota",33
"6743",6,"north dakota","colorado",199
"6744",6,"illinois","west virginia",60
"6745",6,"nebraska","nebraska",60
"6746",6,"colorado","colorado",660
"6747",6,"south carolina","south carolina",30
"6748",6,"colorado","iowa",85
"6749",6,"colorado","montana",199
"6750",6,"illinois","iowa",149
"6751",6,"illinois","kansas",76
"6752",6,"iowa","illinois",149
"6753",6,"iowa","colorado",85
"6754",6,"montana","colorado",201
"6755",6,"illinois","idaho",30
"6756",6,"montana","montana",21
"6757",6,"kansas","illinois",76
"6758",6,"idaho","illinois",30
"6759",6,"illinois","arkansas",85
"6760",6,"arkansas","illinois",85
"6761",6,"west virginia","virginia",21
"6762",6,"virginia","west virginia",22
"6763",6,"illinois","vermont",5
"6764",6,"south dakota","illinois",47
"6765",6,"vermont","illinois",6
"6766",6,"kentucky","missouri",4
"6767",6,"utah","utah",125
"6768",6,"illinois","south dakota",46
"6769",6,"missouri","kentucky",1
"6770",6,"massachusetts","south carolina",34
"6771",6,"ohio","california",2
"6772",6,"ohio","south carolina",62
"6773",6,"west virginia","florida",66
"6774",6,"michigan","south carolina",16
"6775",6,"new jersey","south carolina",25
"6776",6,"new jersey","puerto rico",54
"6777",6,"florida","south carolina",127
"6778",6,"california","ohio",2
"6779",6,"new york","south carolina",59
"6780",6,"florida","west virginia",65
"6781",6,"south carolina","new jersey",25
"6782",6,"south carolina","connecticut",14
"6783",6,"south carolina","massachusetts",34
"6784",6,"south carolina","ohio",62
"6785",6,"south carolina","michigan",16
"6786",6,"south carolina","florida",124
"6787",6,"south carolina","new york",59
"6788",6,"new york","new york",200
"6789",6,"pennsylvania","puerto rico",26
"6790",6,"pennsylvania","pennsylvania",92
"6791",6,"puerto rico","new jersey",55
"6792",6,"puerto rico","pennsylvania",26
"6793",6,"utah","montana",377
"6794",6,"nevada","massachusetts",45
"6795",6,"nevada","new york",42
"6796",6,"ohio","massachusetts",17
"6797",6,"massachusetts","ohio",17
"6798",6,"vermont","new york",14
"6799",6,"new york","vermont",14
"6800",6,"puerto rico","massachusetts",62
"6801",6,"massachusetts","puerto rico",62
"6802",6,"massachusetts","nevada",45
"6803",6,"puerto rico","connecticut",13
"6804",6,"connecticut","puerto rico",12
"6805",6,"louisiana","massachusetts",8
"6806",6,"massachusetts","louisiana",8
"6807",6,"puerto rico","virginia",10
"6808",6,"virginia","puerto rico",8
"6809",6,"montana","utah",375
"6810",6,"new york","nevada",42
"6811",6,"minnesota","new jersey",30
"6812",6,"new jersey","michigan",60
"6813",6,"new jersey","minnesota",30
"6814",6,"indiana","minnesota",34
"6815",6,"minnesota","indiana",34
"6816",6,"georgia","west virginia",29
"6817",6,"west virginia","georgia",30
"6818",6,"oklahoma","nevada",20
"6819",6,"arizona","kansas",11
"6820",6,"kentucky","texas",252
"6821",6,"texas","kentucky",252
"6822",6,"kansas","arizona",11
"6823",6,"nevada","oklahoma",20
"6824",6,"north carolina","south carolina",520
"6825",6,"north carolina","iowa",120
"6826",6,"north carolina","kentucky",150
"6827",6,"north carolina","indiana",177
"6828",6,"indiana","north carolina",177
"6829",6,"north carolina","vermont",60
"6830",6,"virginia","south carolina",84
"6831",6,"south carolina","virginia",83
"6832",6,"ohio","pennsylvania",86
"6833",6,"north carolina","mississippi",90
"6834",6,"alabama","north carolina",150
"6835",6,"kentucky","north carolina",150
"6836",6,"virginia","virginia",114
"6837",6,"virginia","kentucky",93
"6838",6,"kentucky","virginia",93
"6839",6,"iowa","north carolina",120
"6840",6,"north carolina","alabama",150
"6841",6,"maine","pennsylvania",21
"6842",6,"pennsylvania","maine",21
"6843",6,"kentucky","pennsylvania",42
"6844",6,"arkansas","north carolina",120
"6845",6,"new hampshire","north carolina",60
"6846",6,"north carolina","arkansas",120
"6847",6,"mississippi","north carolina",90
"6848",6,"pennsylvania","ohio",86
"6849",6,"pennsylvania","kentucky",42
"6850",6,"wisconsin","pennsylvania",21
"6851",6,"pennsylvania","wisconsin",21
"6852",6,"north carolina","new hampshire",60
"6853",6,"north carolina","south dakota",30
"6854",6,"north carolina","west virginia",60
"6855",6,"west virginia","north carolina",60
"6856",6,"virginia","vermont",57
"6857",6,"maine","virginia",61
"6858",6,"connecticut","virginia",57
"6859",6,"virginia","connecticut",57
"6860",6,"vermont","virginia",56
"6861",6,"texas","kansas",208
"6862",6,"kansas","texas",208
"6863",6,"virginia","maine",61
"6864",6,"texas","mississippi",242
"6865",6,"south dakota","texas",90
"6866",6,"texas","south dakota",90
"6867",6,"mississippi","texas",243
"6868",6,"north dakota","texas",30
"6869",6,"texas","north dakota",30
"6870",6,"washington","indiana",17
"6871",6,"washington","south carolina",17
"6872",6,"washington","idaho",107
"6873",6,"idaho","washington",107
"6874",6,"washington","ohio",17
"6875",6,"indiana","washington",16
"6876",6,"south carolina","washington",16
"6877",6,"ohio","washington",16
"6878",6,"alaska","california",10
"6879",6,"texas","hawaii",31
"6880",6,"hawaii","texas",31
"6881",6,"louisiana","pennsylvania",21
"6882",6,"washington","wisconsin",30
"6883",6,"oregon","idaho",60
"6884",6,"idaho","oregon",60
"6885",6,"washington","nebraska",54
"6886",6,"montana","washington",17
"6887",6,"washington","montana",17
"6888",6,"nebraska","washington",54
"6889",6,"wisconsin","washington",30
"6890",6,"utah","idaho",282
"6891",6,"new mexico","utah",34
"6892",6,"utah","new mexico",35
"6893",6,"idaho","utah",282
"6894",6,"nebraska","utah",30
"6895",6,"utah","oklahoma",60
"6896",6,"oklahoma","minnesota",30
"6897",6,"oklahoma","utah",60
"6898",6,"missouri","minnesota",64
"6899",6,"minnesota","missouri",64
"6900",6,"minnesota","oklahoma",30
"6901",6,"utah","nebraska",30
"6902",6,"montana","minnesota",5
"6903",6,"minnesota","montana",5
"6904",6,"california","iowa",8
"6905",6,"montana","tennessee",8
"6906",6,"california","kentucky",8
"6907",6,"arizona","montana",40
"6908",6,"kentucky","nevada",38
"6909",6,"montana","nevada",43
"6910",6,"florida","south dakota",20
"6911",6,"iowa","florida",87
"6912",6,"nevada","iowa",30
"6913",6,"arizona","kentucky",9
"6914",6,"iowa","tennessee",17
"6915",6,"maine","florida",22
"6916",6,"south carolina","kentucky",35
"6917",6,"arizona","north dakota",30
"6918",6,"montana","arizona",40
"6919",6,"nevada","montana",43
"6920",6,"florida","iowa",87
"6921",6,"nevada","south dakota",25
"6922",6,"south carolina","new hampshire",8
"6923",6,"tennessee","new jersey",56
"6924",6,"north dakota","arizona",30
"6925",6,"florida","kansas",21
"6926",6,"florida","arkansas",45
"6927",6,"tennessee","arkansas",9
"6928",6,"iowa","nevada",30
"6929",6,"north dakota","nevada",38
"6930",6,"kansas","california",8
"6931",6,"nevada","kansas",8
"6932",6,"nevada","kentucky",38
"6933",6,"kentucky","south carolina",35
"6934",6,"florida","north dakota",17
"6935",6,"west virginia","south carolina",21
"6936",6,"kentucky","louisiana",8
"6937",6,"south dakota","florida",20
"6938",6,"south carolina","west virginia",21
"6939",6,"louisiana","kentucky",8
"6940",6,"kansas","florida",21
"6941",6,"arkansas","tennessee",9
"6942",6,"idaho","arizona",41
"6943",6,"florida","maine",22
"6944",6,"california","north dakota",4
"6945",6,"nevada","north dakota",38
"6946",6,"south carolina","indiana",29
"6947",6,"california","kansas",8
"6948",6,"oklahoma","florida",81
"6949",6,"arkansas","florida",45
"6950",6,"arkansas","nevada",8
"6951",6,"nebraska","florida",24
"6952",6,"montana","california",37
"6953",6,"florida","oklahoma",82
"6954",6,"california","montana",37
"6955",6,"arizona","south dakota",52
"6956",6,"nevada","arkansas",8
"6957",6,"new mexico","florida",8
"6958",6,"iowa","texas",98
"6959",6,"oklahoma","california",9
"6960",6,"california","oklahoma",9
"6961",6,"indiana","south carolina",29
"6962",6,"tennessee","iowa",17
"6963",6,"new jersey","tennessee",57
"6964",6,"california","arkansas",15
"6965",6,"south dakota","nevada",25
"6966",6,"arizona","arizona",294
"6967",6,"tennessee","south dakota",8
"6968",6,"rhode island","kentucky",8
"6969",6,"arizona","idaho",41
"6970",6,"arkansas","california",15
"6971",6,"tennessee","north dakota",8
"6972",6,"south dakota","arizona",52
"6973",6,"texas","iowa",98
"6974",6,"florida","nebraska",24
"6975",6,"kentucky","california",8
"6976",6,"new hampshire","south carolina",8
"6977",6,"california","south dakota",8
"6978",6,"tennessee","montana",8
"6979",6,"south dakota","tennessee",8
"6980",6,"north dakota","california",4
"6981",6,"iowa","california",8
"6982",6,"kentucky","rhode island",8
"6983",6,"north dakota","tennessee",8
"6984",6,"south dakota","california",8
"6985",6,"kansas","nevada",8
"6986",6,"florida","new mexico",8
"6987",6,"kentucky","arizona",9
"6988",6,"north dakota","florida",17
"6989",6,"connecticut","south carolina",14
"6990",6,"texas","idaho",64
"6991",6,"idaho","texas",64
"6992",6,"north dakota","illinois",22
"6993",6,"illinois","north dakota",22
"6994",6,"virginia","alabama",27
"6995",6,"alabama","virginia",27
"6996",6,"vermont","north carolina",60
"6997",6,"south dakota","north carolina",30
"6998",6,"colorado","arkansas",12
"6999",6,"arkansas","colorado",12
"7000",6,"connecticut","vermont",4
"7001",6,"vermont","florida",4
"7002",6,"colorado","south carolina",8
"7003",6,"south carolina","colorado",8
"7004",6,"ohio","arizona",4
"7005",6,"arizona","ohio",4
"7006",6,"colorado","vermont",1
"7007",6,"vermont","colorado",1
"7008",6,"nevada","new jersey",5
"7009",6,"new jersey","nevada",4
"7010",6,"pennsylvania","rhode island",40
"7011",6,"rhode island","pennsylvania",40
"7012",6,"virginia","indiana",57
"7013",6,"indiana","virginia",57
"7014",6,"virginia","new hampshire",27
"7015",6,"new hampshire","virginia",27
"7016",6,"virginia","iowa",27
"7017",6,"iowa","virginia",27
"7018",6,"indiana","pennsylvania",42
"7019",6,"pennsylvania","new york",51
"7020",6,"new york","pennsylvania",50
"7021",6,"connecticut","pennsylvania",21
"7022",6,"pennsylvania","connecticut",21
"7023",6,"nebraska","north carolina",60
"7024",6,"north carolina","nebraska",60
"7025",6,"pennsylvania","indiana",42
"7026",6,"new jersey","missouri",30
"7027",6,"new jersey","massachusetts",45
"7028",6,"missouri","new jersey",30
"7029",6,"illinois","maine",30
"7030",6,"new jersey","indiana",29
"7031",6,"maine","illinois",30
"7032",6,"new jersey","pennsylvania",45
"7033",6,"indiana","new jersey",30
"7034",6,"pennsylvania","new jersey",45
"7035",6,"massachusetts","new jersey",45
"7036",6,"new jersey","kentucky",15
"7037",6,"kentucky","new jersey",14
"7038",12,"missouri","california",658
"7039",12,"missouri","texas",1882
"7040",12,"missouri","washington",182
"7041",12,"missouri","utah",202
"7042",12,"missouri","florida",796
"7043",12,"missouri","oklahoma",119
"7044",12,"florida","new york",5729
"7045",12,"florida","georgia",5349
"7046",12,"florida","texas",5201
"7047",12,"florida","connecticut",647
"7048",12,"florida","alabama",196
"7049",12,"florida","tennessee",1349
"7050",12,"florida","maryland",1585
"7051",12,"florida","ohio",1365
"7052",12,"florida","virginia",2677
"7053",12,"florida","colorado",1115
"7054",12,"florida","florida",3042
"7055",12,"florida","indiana",833
"7056",12,"florida","nevada",386
"7057",12,"florida","missouri",792
"7058",12,"florida","illinois",3191
"7059",12,"florida","new hampshire",102
"7060",12,"florida","wisconsin",354
"7061",12,"florida","louisiana",604
"7062",12,"florida","pennsylvania",2747
"7063",12,"florida","arizona",407
"7064",12,"florida","rhode island",424
"7065",12,"florida","north carolina",4039
"7066",12,"florida","california",1443
"7067",12,"florida","kentucky",928
"7068",12,"florida","puerto rico",1338
"7069",12,"oklahoma","texas",1477
"7070",12,"oklahoma","colorado",327
"7071",12,"oklahoma","nevada",135
"7072",12,"oklahoma","arizona",188
"7073",12,"oklahoma","missouri",118
"7074",12,"arizona","colorado",1210
"7075",12,"arizona","nevada",738
"7076",12,"arizona","california",4656
"7077",12,"arizona","illinois",875
"7078",12,"new mexico","texas",875
"7079",12,"new mexico","maryland",33
"7080",12,"new mexico","colorado",230
"7081",12,"new mexico","nevada",109
"7082",12,"new mexico","california",357
"7083",12,"new mexico","missouri",32
"7084",12,"new mexico","illinois",152
"7085",12,"new mexico","arizona",363
"7086",12,"new york","maryland",619
"7087",12,"new york","florida",5734
"7088",12,"new york","illinois",2373
"7089",12,"texas","texas",17110
"7090",12,"texas","nevada",1619
"7091",12,"georgia","texas",2456
"7092",12,"georgia","tennessee",1360
"7093",12,"georgia","maryland",559
"7094",12,"georgia","ohio",794
"7095",12,"georgia","virginia",1949
"7096",12,"georgia","colorado",573
"7097",12,"georgia","florida",5360
"7098",12,"georgia","south carolina",1040
"7099",12,"georgia","indiana",648
"7100",12,"georgia","nevada",402
"7101",12,"georgia","california",1440
"7102",12,"georgia","new york",1889
"7103",12,"georgia","missouri",764
"7104",12,"georgia","illinois",1268
"7105",12,"georgia","wisconsin",430
"7106",12,"georgia","louisiana",1166
"7107",12,"georgia","pennsylvania",1054
"7108",12,"georgia","arizona",381
"7109",12,"georgia","north carolina",2195
"7110",12,"texas","new mexico",874
"7111",12,"texas","georgia",2452
"7112",12,"texas","tennessee",1721
"7113",12,"texas","massachusetts",566
"7114",12,"texas","maryland",720
"7115",12,"texas","virginia",1507
"7116",12,"texas","colorado",3095
"7117",12,"texas","florida",5175
"7118",12,"texas","california",5922
"7119",12,"texas","missouri",1834
"7120",12,"texas","illinois",2441
"7121",12,"texas","louisiana",2540
"7122",12,"texas","arizona",2245
"7123",12,"connecticut","maryland",154
"7124",12,"connecticut","colorado",61
"7125",12,"connecticut","florida",666
"7126",12,"connecticut","illinois",281
"7127",12,"connecticut","missouri",29
"7128",12,"alabama","maryland",60
"7129",12,"alabama","texas",945
"7130",12,"alabama","florida",213
"7131",12,"alabama","illinois",254
"7132",12,"tennessee","georgia",1354
"7133",12,"tennessee","texas",1716
"7134",12,"tennessee","massachusetts",241
"7135",12,"tennessee","maryland",248
"7136",12,"tennessee","south carolina",55
"7137",12,"tennessee","ohio",104
"7138",12,"tennessee","north carolina",928
"7139",12,"tennessee","virginia",609
"7140",12,"tennessee","colorado",374
"7141",12,"tennessee","michigan",503
"7142",12,"tennessee","florida",1361
"7143",12,"tennessee","nevada",147
"7144",12,"tennessee","california",436
"7145",12,"tennessee","new york",788
"7146",12,"tennessee","missouri",172
"7147",12,"tennessee","illinois",948
"7148",12,"tennessee","wisconsin",40
"7149",12,"tennessee","minnesota",266
"7150",12,"tennessee","louisiana",127
"7151",12,"tennessee","pennsylvania",444
"7152",12,"tennessee","arizona",187
"7153",12,"idaho","colorado",226
"7154",12,"idaho","washington",250
"7155",12,"idaho","nevada",82
"7156",12,"idaho","california",638
"7157",12,"idaho","arizona",131
"7158",12,"massachusetts","texas",567
"7159",12,"massachusetts","tennessee",241
"7160",12,"massachusetts","maryland",403
"7161",12,"massachusetts","ohio",274
"7162",12,"massachusetts","colorado",254
"7163",12,"massachusetts","illinois",811
"7164",12,"massachusetts","wisconsin",76
"7165",12,"massachusetts","missouri",181
"7166",12,"new york","colorado",549
"7167",12,"new york","nevada",289
"7168",12,"new york","arizona",289
"7169",12,"california","texas",5906
"7170",12,"california","colorado",3717
"7171",12,"california","nevada",4540
"7172",12,"california","illinois",2572
"7173",12,"california","california",20880
"7174",12,"california","oregon",2864
"7175",12,"california","arizona",4660
"7176",12,"maryland","new mexico",33
"7177",12,"maryland","new york",622
"7178",12,"maryland","georgia",557
"7179",12,"maryland","texas",720
"7180",12,"maryland","connecticut",174
"7181",12,"maryland","alabama",55
"7182",12,"maryland","tennessee",267
"7183",12,"maryland","massachusetts",423
"7184",12,"maryland","south carolina",157
"7185",12,"maryland","ohio",244
"7186",12,"maryland","north carolina",616
"7187",12,"maryland","kentucky",219
"7188",12,"maryland","colorado",263
"7189",12,"maryland","michigan",295
"7190",12,"maryland","florida",1565
"7191",12,"maryland","indiana",116
"7192",12,"maryland","nevada",154
"7193",12,"maryland","california",442
"7194",12,"maryland","missouri",195
"7195",12,"maryland","illinois",432
"7196",12,"maryland","new hampshire",169
"7197",12,"maryland","wisconsin",103
"7198",12,"maryland","minnesota",174
"7199",12,"maryland","louisiana",148
"7200",12,"maryland","oklahoma",34
"7201",12,"maryland","virginia",117
"7202",12,"maryland","arizona",132
"7203",12,"maryland","pennsylvania",108
"7204",12,"maryland","rhode island",203
"7205",12,"maryland","maine",114
"7206",12,"maryland","washington",60
"7207",12,"maryland","puerto rico",87
"7208",12,"maryland","utah",69
"7209",12,"south carolina","tennessee",55
"7210",12,"south carolina","maryland",158
"7211",12,"south carolina","texas",440
"7212",12,"south carolina","colorado",100
"7213",12,"south carolina","illinois",277
"7214",12,"ohio","georgia",797
"7215",12,"ohio","tennessee",102
"7216",12,"ohio","maryland",246
"7217",12,"ohio","colorado",302
"7218",12,"ohio","illinois",1368
"7219",12,"ohio","wisconsin",47
"7220",12,"ohio","missouri",110
"7221",12,"north carolina","tennessee",957
"7222",12,"north carolina","maryland",620
"7223",12,"north carolina","texas",1509
"7224",12,"north carolina","illinois",1114
"7225",12,"ohio","massachusetts",296
"7226",12,"ohio","texas",745
"7227",12,"ohio","virginia",646
